item_id,pool,source_sme,change_type,fact_idx,action,original_text,new_text,sme_note,gpt_rationale,override_reason
F500_0072,dnv_full_500,annotatorA,fact_repair,2,replaced,The proposed 8 mm net thickness exactly satisfies the slenderness limit and is not below the minimum,The proposed 8 mm net thickness is not the exact slenderness limit under the applicable PSM rule,"8 mm is not the exact slenderness limit under the applicable PSM rule, although it may still exceed the corrected minimum.",Replaced the incorrect exact-limit claim with the SME-corrected statement and dropped the unsupported minimum portion.,
R500_0234,dnv_full_500,annotatorA,fact_repair,2,replaced,The design still water torsional moment Mst must be taken as the maximum absolute value across all design loading conditions at the section.,"The design still water torsional moment Mst is the design still water torsional moment in seagoing condition at the hull transverse section being considered, as defined in Sec4 [2.3.1].",the provided source defines Mst through Sec4 [2.3] rather than a maximum-absolute-value selection over loading conditions; the asserted rule is unsupported.,Changed the unsupported maximum-over-loading-conditions rule to the source’s actual Sec4 [2.3.1] definition of Mst.,
R500_0234,dnv_full_500,annotatorA,fact_repair,4,replaced,"The proposed Mst = +18,400 kNm is incorrect; the correct value is Mst = 22,100 kNm.","The proposed Mst = +18,400 kNm is incorrect.","the 22,100 kNm correction depends on the unsupported max-absolute rule, so the proposed correction is not source-supported.","Removed the unsupported 22,100 kNm replacement value because it relies on a max-absolute rule not supported by the source.",
R500_0294,dnv_full_500,annotatorA,fact_repair,1,replaced,"Roll radius of gyration kr = 0.39B = 12.48 m (default, no bilge-keel-specific default for general ships)",Roll radius of gyration kr is per Pt5 Ch1 Sec2 [5.1.2] for Bulk carrier/Ore carrier (not the general kr = 0.39B default).,"for Bulk carrier/Ore carrier, GM and kr are redirected to Pt5 Ch1 Sec2 [5.1.2]; the general kr=0.39B branch should not be used directly.",Replaced the general kr = 0.39B default with the rule-specific provision because Bulk carrier/Ore carrier redirects kr to Pt5 Ch1 Sec2 [5.1.2].,
R500_0294,dnv_full_500,annotatorA,fact_repair,2,replaced_ambiguous,Roll period Tθ ≈ 19.2 s (computed via Tθ = 2.3π·kr / √(g·GM) with GM = 2.24 m),"Roll period Tθ is computed via Tθ = 2.3π·kr / √(g·GM), using GM = 2.24 m.","the roll-period formula is supported, but the numeric result depends on the bulk-carrier kr/GM branch, which is cross-referenced outside the shown source.",Removed the unsupported 19.2 s numeric result because it depends on an external bulk-carrier kr/GM branch not shown in the source.,
R500_0294,dnv_full_500,annotatorA,fact_repair,4,replaced_ambiguous,Roll angle θ ≈ 22.7 deg (computed via the roll angle formula in the ship motions section),Roll angle θ is computed via the roll angle formula in the ship motions section,"the roll-angle formula is supported, but the stated numeric value depends on the unverified bulk-carrier roll period.","Removed the unsupported ≈22.7 deg value because it depends on an unverified bulk-carrier roll period, while keeping the source-supported computation method.",
F500_0087,dnv_full_500,annotatorA,fact_repair,1,replaced,The roll period formula Tθ = 2·kr/√GM gives Tθ ≈ 17.1 s,The roll period formula Tθ = 2.3πkr/√(gGM) gives Tθ ≈ 19.8 s,"roll period is Tθ = 2.3πkr/sqrt(gGM), not 2kr/sqrt(GM); with the given values it is about 19.8 s, not 17.1 s.",The fact was corrected to use the proper roll-period formula and resulting approximate value from the SME note.,
F500_0100,dnv_full_500,annotatorA,fact_repair,0,replaced,The static internal pressure for the tank boundary at the load point uses the formula P_ℓs-1 = f_cd × ρ_L × g × (z_top − z) + P_PV because the tank is fitted with a pressure relief valve,The static internal pressure for the water ballast tank boundary at the load point uses the formula P_ℓs-3 = ρ_L × g × (z_top − z) + P_0 because it follows the water-ballast-tank branch rather than the pressure-relief-valve cargo-tank branch,"static water-ballast-tank boundary pressure uses the Pℓs-3/P0 branch, not the cargo-tank pressure-relief-valve Pℓs-1/PPV branch.",Replaced the cargo-tank P_ℓs-1/P_PV formula with the water-ballast-tank P_ℓs-3/P_0 formula per the SME note.,
F500_0100,dnv_full_500,annotatorA,fact_repair,2,replaced,P_ℓs-1 ≈ 166.6 kN/m² (calculated as 1.025 × 9.81 × 12.1 + 45),P_ℓs-1 ≈ 146.7 kN/m² (calculated as 1.025 × 9.81 × 12.1 + 25),"for L≥100, P0=25 applies here, giving about 146.7 kN/m², not 166.6 kN/m² using +45.",Replaced the incorrect +45 term with +25 because the L≥100 condition makes P0 = 25 applicable here.,
F500_0100,dnv_full_500,annotatorA,fact_repair,3,replaced,The pressure relief valve arrangement does govern the static pressure formula (PV branch selected),The pressure relief valve arrangement does not govern the static pressure formula for this ballast tank (PPV branch not selected),the pressure relief valve does not govern the static formula for this ballast tank; PPV is for cargo tanks with pressure relief valves.,"Changed the fact from governing to not governing because PPV applies to cargo tanks with pressure relief valves, not this ballast tank.",
F500_0100,dnv_full_500,annotatorA,fact_repair,5,replaced,The two pressures are distinct: ~166.6 kN/m² for the tank boundary load point and 12 kN/m² for the internal structural member web,The two pressures are distinct: ~146.7 kN/m² for the tank boundary load point and 12 kN/m² for the internal structural member web,"the internal-web pressure 12 kN/m² is distinct, but the tank-boundary pressure should be about 146.7 kN/m², not 166.6 kN/m².","Corrected the tank-boundary pressure from ~166.6 to ~146.7 kN/m² per the SME note, while keeping the internal-web pressure unchanged.",
F500_0105,dnv_full_500,annotatorA,fact_repair,4,replaced,The allowable buckling utilization factor for S+D loading under AC-II is 0.90,"The allowable buckling utilization factor for plates, stiffeners, and stiffened panels under AC-II S+D loading is 1.00","AC-II S+D allowable buckling utilization for plates/stiffeners/stiffened panels is 1.00, not 0.90; 0.90 belongs to corrugations.","Changed the factor from 0.90 to 1.00 and specified the applicable members, since 0.90 applies to corrugations instead.",
F500_0105,dnv_full_500,annotatorA,fact_repair,5,replaced,The calculated utilization factor of 0.87 is compliant (0.87 < 0.90),The calculated utilization factor of 0.87 is compliant (0.87 < 1.00),"the compliance conclusion is correct, but the comparison should be 0.87 < 1.00, not 0.87 < 0.90.",Updated the threshold in the comparison from 0.90 to 1.00 to match the correct compliance criterion.,
R500_0342,dnv_full_500,annotatorA,fact_repair,3,replaced,"The applicable HSM-1 wave pressure branch below the waterline is PW = PW,WL − ρg(z − TLC)","The applicable HSM-1 wave pressure branch below the waterline is PW = max(−PHS, ρg(z − TLC))","for z≤TLC under HSM-1, Table 20 uses the below-waterline max{...} branch; PW=PW,WL−ρg(z−TLC) is the above-waterline/middle branch.",Replaced the middle/above-waterline branch with the Table 20 below-waterline max branch for HSM-1.,
R500_0394,dnv_full_500,annotatorA,fact_repair,2,replaced,The permissible hull girder bending stress formula is σperm = (175/k) · fr,"The permissible hull girder bending stress is position-dependent, with σperm = 125/k, 175/k, or 125/k, not (175/k) · fr.","Pt3 Ch5 Sec2 [1.4.1] gives σperm by position as 125/k, 175/k, or 125/k; it does not multiply the stress limit by fr.","Replaced the incorrect single formula with the position-dependent limits stated in Pt3 Ch5 Sec2 [1.4.1], which do not include multiplication by fr.",
R500_0394,dnv_full_500,annotatorA,fact_repair,3,replaced,"With k = 0.72 and fr = 0.8, σperm = (175/0.72) × 0.8 ≈ 194.4 N/mm²","With k = 0.72, the midship value is σperm = 175/0.72 ≈ 243.1 N/mm²","using fr gives 194.4 N/mm², but the midship value with k=0.72 is 175/0.72≈243.1 N/mm².",Removed the fr multiplier because the SME note specifies the midship value at k = 0.72 is 175/0.72 ≈ 243.1 N/mm².,
F500_0157,dnv_full_500,annotatorA,fact_repair,5,replaced,The standard s×s cargo hold mesh stress result is compared against the area-weighted von Mises stress acceptance criterion without further mesh correction in this case,The standard s×s cargo hold mesh shell stress result is evaluated at element centroids rather than using area-weighted averaging in this case,"standard s×s cargo hold mesh shell stresses are evaluated at element centroids; area-weighted averaging applies to finer mesh cases, not the standard mesh result.",Changed the evaluation method from area-weighted averaging to element-centroid shell stresses because area-weighted averaging applies only to finer mesh cases.,
R500_0400,dnv_full_500,annotatorA,fact_repair,0,replaced,"For high-strength steel with ReH = 315 N/mm², the material factor k = (235/315) ≈ 0.747, which is less than 1.0","For high-strength steel with ReH = 315 N/mm², Table 2 gives the material factor k = 0.78",Table 2 gives k=0.78 for ReH=315 N/mm²; k=235/315≈0.747 is not the rule value.,Replaced the calculated ratio 235/315≈0.747 with the Table 2 rule value of k = 0.78 for ReH = 315 N/mm².,
R500_0404,dnv_full_500,annotatorA,fact_repair,1,replaced,"Because the plate flange yield stress (390 N/mm²) is lower than the connected T-bar stiffener yield stress (460 N/mm²), an additional yield capacity check of the plate flange is required; the designer's proposal to omit this check is not acceptable.","Because the connected T-bar stiffener yield stress (460 N/mm²) exceeds the plate flange yield stress (390 N/mm²) by only about 17.9%, not more than 35%, an additional yield capacity check of the plate flange is not required.","the different-material check is mandatory only when stiffener yield exceeds attached plate yield by more than 35%; 460 vs 390 is about 17.9%, so the required-check conclusion is wrong.",Changed the conclusion to reflect that the different-material check is mandatory only when the stiffener yield exceeds the attached plate yield by more than 35%.,
R500_0414,dnv_full_500,annotatorA,fact_repair,1,replaced_ambiguous,"The whipping amplification factor γ_WH does not apply because the bow flare angle (48°) and contract speed (22 kn) do not exceed the thresholds (α > 55° and V > 25 kn), so γ_W = 1.2","The bow flare angle (48°) and contract speed (22 kn) do not by themselves determine whether the whipping amplification factor γ_WH applies, because α > 55° and V > 25 kn are guidance-note triggers for advanced assessment and the Pt5 Ch2 Sec4 [2.6.2] branch also depends on breadth B","α>55° and V>25 kn are guidance-note triggers for advanced assessment, not the rule for switching γWH on/off; breadth B is not provided to resolve the Pt5 Ch2 Sec4 [2.6.2] branch.","Removed the unsupported conclusion that γ_WH is off and γ_W = 1.2, and corrected α and V to their source role as advanced-assessment triggers rather than on/off criteria.",
R500_0414,dnv_full_500,annotatorA,fact_repair,3,replaced,γ_DB = 1.25 applies in hogging because the vessel has class notation HC(M) and alternate loading conditions are included in the loading manual,γ_DB = 1.15 applies in hogging under Pt5 Ch2 Sec4 [2.6.1] for container ships,"container-ship Pt5 Ch2 Sec4 overrides the general Pt3 factor; γDB is 1.15 for hogging under [2.6.1], not 1.25.",Changed the hogging factor from 1.25 to 1.15 because Pt5 Ch2 Sec4 [2.6.1] overrides the general Pt3 factor.,
R500_0414,dnv_full_500,annotatorA,fact_repair,4,replaced,γ_R = γ_M × γ_DB = 1.1 × 1.25 = 1.375,γ_R = γ_M × γ_DB = 1.05 × 1.15 = 1.2075,"γM=1.05 and γDB=1.15 under Pt5 [2.6.1], so γR≈1.2075, not 1.375.","Replaced 1.1 and 1.25 with the Pt5 [2.6.1] values 1.05 and 1.15, yielding γ_R = 1.2075.",
R500_0414,dnv_full_500,annotatorA,fact_repair,5,replaced,"The allowable moment M_U / γ_R = 18,000,000 / 1.375 ≈ 13,091,000 kNm","The allowable moment M_U / γ_R = 18,000,000 / 1.2075 ≈ 14,907,000 kNm",the allowable moment based on γR=1.375 is wrong; using γR≈1.2075 gives about 14.907 million kNm.,"This corrects the resistance factor from 1.375 to approximately 1.2075, which yields an allowable moment of about 14.907 million kNm.",
R500_0414,dnv_full_500,annotatorA,fact_repair,6,replaced,"The cross-section does NOT satisfy the hull girder ultimate strength criterion because M = 13,540,000 kNm exceeds M_U / γ_R ≈ 13,091,000 kNm","The cross-section satisfies the hull girder ultimate strength criterion because, using the Pt5 factors, M = 13,540,000 kNm is below the corrected allowable moment M_U / γ_R","using the Pt5 factors, 13.540 million kNm is below the corrected allowable moment, so the stated failure conclusion is wrong.","The failure conclusion is reversed because the SME note states that 13.540 million kNm is below, not above, the corrected allowable moment when the Pt5 factors are used.",
R500_0418,dnv_full_500,annotatorA,fact_repair,2,replaced,"For the hogging condition with class notation HC(M) and alternate loading conditions included in the loading manual, γ_DB = 1.25","For container ships, for the hogging condition with class notation HC(M) and alternate loading conditions included in the loading manual, γ_DB = 1.15","for container ships, Pt5 Ch2 Sec4 [2.6.1] overrides Pt3 and gives γDB=1.15 for hogging, not 1.25.",Changed γ_DB from 1.25 to 1.15 and limited the fact to container ships because Pt5 Ch2 Sec4 [2.6.1] overrides Pt3 for hogging.,
R500_0418,dnv_full_500,annotatorA,fact_repair,3,replaced,The correct combined partial safety factor is γ_R = γ_M × γ_DB = 1.1 × 1.25 = 1.375,The applicable combined partial safety factor is γ_R = γ_M × γ_DB = 1.05 × 1.15 = 1.2075,"the applicable γR is 1.05×1.15≈1.2075, not 1.1×1.25=1.375.",Replaced the incorrect factor components and product with the SME-specified applicable values.,
R500_0418,dnv_full_500,annotatorA,fact_repair,4,replaced,The designer's applied value of γ_R = 1.21 (using γ_DB = 1.1) is non-conservative and incorrect for this vessel,The designer's decomposition of the applied value γ_R = 1.21 using γ_DB = 1.1 is incorrect for this vessel,"the combined value 1.21 is effectively the correct rounded Pt5 value; only the designer's decomposition is wrong, not the combined factor.",This keeps the applied combined factor 1.21 as acceptable and limits the defect to the designer's decomposition using γ_DB = 1.1.,
R500_0418,dnv_full_500,annotatorA,fact_repair,5,replaced,γ_DB = 1.1 applies only to 'all other cases' in hogging; the HC(M) with alternate loading condition triggers the higher γ_DB = 1.25,"For this container-ship check, the Pt5 Ch2 Sec4 requirement governs γ_DB in hogging; the general Pt3 'all other cases' / HC(M) alternate-loading split does not apply",the general Pt3 'all other cases' / HC(M) distinction is overridden by Pt5 Ch2 Sec4 for this container-ship check.,Changed the fact from the generic Pt3 HC(M)/'all other cases' distinction to the ship-type-specific Pt5 Ch2 Sec4 applicability for this container-ship check.,
R500_0488,dnv_full_500,annotatorA,fact_repair,0,replaced,The designer's claim is incorrect; an additional yield capacity check of the plate flange is required when the plate flange yield strength is lower than the connected stiffener yield strength,The designer's claim is correct; an additional yield capacity check of the plate flange is required only when the connected stiffener yield strength exceeds the plate flange yield strength by more than 35%,"a lower-yield plate flange does not automatically require the additional check; the mandatory trigger is stiffener yield exceeding plate yield by more than 35%, which is not met.","Changed the trigger from any lower plate yield to the specific >35% stiffener-over-plate yield threshold, so the designer's claim is not incorrect on this basis.",
R500_0488,dnv_full_500,annotatorA,fact_repair,2,replaced,The mismatch condition is triggered because the plate flange minimum yield strength (315 N/mm²) is lower than the stiffener minimum yield strength (390 N/mm²),The Sec5 [1.1.4] mismatch condition is not triggered because the stiffener minimum yield strength (390 N/mm²) is only about 24% above the plate flange minimum yield strength (315 N/mm²),"390 is only about 24% above 315, so the Sec5 [1.1.4] mismatch condition is not triggered on these numbers.",Changed the fact from triggered to not triggered because 390 is only about 24% above 315 per the SME note.,
R500_0003,dnv_full_500,annotatorB,fact_repair,2,replaced,"Load sets TK-1/WB-1 (Pls-1 + Pld − PS, ballast draught, AC-II), TK-2/WB-3 (Pls-ST − PS, ballast draught, AC-III), and TK-3/WB-4 (Pls-3 − PS, ballast draught, AC-I) apply, with the subtraction of PS reflecting the net-difference rule.","Load sets TK-1/WB-1 (Pls-1 + Pld − (PS + PW), ballast draught, AC-II), TK-2/WB-3 (max(Pls-4; Pls-ST) − PS, ballast draught, AC-III), and TK-3/WB-4 (Pls-3 − PS, ballast draught, AC-I) apply, with the subtraction terms reflecting the net-difference rule.",事实中 WB-1 的载荷组合写作 Pls-1+Pld−PS，但 Table 1 中 WB-1 行明确为 Pls-1+Pld−(PS+PW)，缺少了 PW 项。WB-3 写作 Pls-ST−PS，但 Table 1 中 WB-3 为 max(Pls-4;Pls-ST)−PS，遗漏了 max 函数。,"WB-1 was corrected to subtract (PS + PW) and WB-3 to use max(Pls-4; Pls-ST) − PS, matching Table 1.",
R500_0021,dnv_full_500,annotatorB,fact_repair,0,replaced,Design Load Scenario 1 (Normal operation at sea) is an S+D (Static + Dynamic) scenario,Design Load Scenario 2 (Normal operation at sea) is an S+D (Static + Dynamic) scenario,"Pt3.Ch4.Sec7 Table 1 表头将 ""Normal operation at sea"" 标为 Scenario 2（S+D），而非 Scenario 1。Scenario 1 是 ""Normal operations at harbour and sheltered water""（S）。","Changed the scenario number from 1 to 2 because Table 1 classifies Normal operation at sea as Scenario 2, while Scenario 1 is harbour and sheltered water.",
R500_0021,dnv_full_500,annotatorB,fact_repair,1,replaced,"Hull girder loads VBM = Msw + Mwv-LC, HBM = Mwh-LC, VSF = Qsw + Qwv-LC, and TM = Mst + Mwt-LC are all correct for scenario 1","Hull girder loads VBM = Msw + Mwv-LC, HBM = Mwh-LC, VSF = Qsw + Qwv-LC, and TM = Mst + Mwt-LC are all correct for Scenario 2","Table 1 中 Scenario 1 的船体梁载荷为 VBM=Msw, HBM=−, VSF=Qsw, TM=Mst。事实中的 Msw+Mwv-LC 等动态项属于 Scenario 2。","Changed the scenario from 1 to 2 because Table 1 assigns these dynamic load terms to Scenario 2, not Scenario 1.",
R500_0021,dnv_full_500,annotatorB,fact_repair,2,replaced,External shell pressure PS + PW is correct for scenario 1,External shell pressure PS + PW is correct for scenario 2,Table 1 中 External shell 在 Scenario 1 下为 PS（仅静压），PS+PW 对应 Scenario 2。,"Changed the scenario from 1 to 2 because Table 1 assigns PS+PW to Scenario 2, while Scenario 1 is PS only.",
R500_0021,dnv_full_500,annotatorB,fact_repair,3,replaced,Boundaries of water ballast tanks loaded with Pℓs-1 + Pℓd is correct for scenario 1,Boundaries of water ballast tanks loaded with Pℓs-1 + Pℓd is correct for scenario 2,Table 1 中 Boundaries of water ballast tanks 在 Scenario 1 下为空白/不适用，Pls-1+Pld 属于 Scenario 2。,Changed the scenario from 1 to 2 because Table 1 assigns Pℓs-1 + Pℓd to Scenario 2 for boundaries of water ballast tanks.,
R500_0043,dnv_full_500,annotatorB,fact_repair,0,replaced,"The 12 kN/m² minimum pressure and waiver of other sloshing calculations under [1.1.3] do NOT apply because the tank is not of cellular construction, even though its volume is less than 100 m³","The 12 kN/m² minimum pressure and waiver of other sloshing calculations under [1.1.3] apply because the 85 m³ tank satisfies the under-100 m³ condition, regardless of whether it is of cellular construction","Pt3.Ch10.Sec4 [1.1.3] 的适用条件是""容积小于100m³的小型液舱""和""蜂窝结构液舱""两类——85m³ 满足第一条，与是否为蜂窝结构无关。事实以""非蜂窝结构""为由排除 [1.1.3] 的适用，与源文本不符。","Changed the fact to state that [1.1.3] applies based on the tank being under 100 m³, not on whether it is cellular.",
R500_0043,dnv_full_500,annotatorB,fact_repair,1,replaced,The correct minimum sloshing pressure is 20 kN/m² per [1.1.4],The correct minimum sloshing pressure is 12 kN/m² per [1.1.3],"85m³ 液舱落入 [1.1.3] 范围，最小晃荡压力应为 12 kN/m²。事实引用 [1.1.4] 给出 20 kN/m²，但 [1.1.4] 明确适用于""[1.1.3] 规定之外的液舱""。",Changed the applicable provision from [1.1.4] to [1.1.3] and corrected the minimum sloshing pressure from 20 to 12 kN/m² for an 85 m³ tank.,
R500_0043,dnv_full_500,annotatorB,fact_repair,2,replaced,"The 20 kN/m² pressure applies to plates, stiffeners, and tripping brackets at all internal surfaces including web frames, girders, stringers, and wash bulkheads","The 12 kN/m² pressure applies to plates, stiffeners, and tripping brackets at internal surfaces including web frames, girders, and stringers",事实描述的适用范围（含 wash bulkheads）来自 [1.1.4]（20 kN/m²），但本液舱应适用 [1.1.3]（12 kN/m²）。[1.1.3] 的适用范围描述基本一致但不包含 wash bulkheads。压力的数值引用错误导致整个陈述不可靠。,"Changed the pressure from 20 to 12 kN/m² and removed wash bulkheads because this tank falls under [1.1.3], not [1.1.4].",
R500_0043,dnv_full_500,annotatorB,fact_repair,4,replaced,Transverse sloshing pressure calculations (P_slh-t) ARE required because b_slh = 18.0 m > 0.32B = 10.24 m,Transverse sloshing pressure calculations (P_slh-t) ARE NOT required because [1.1.3] states that no other sloshing requirements are applicable to such tanks,"[1.1.3] 规定 ""No other sloshing requirements are applicable to such tanks""——对此类液舱不要求横向晃荡计算，与 b_slh 是否超过阈值无关。",Changed the fact from required to not required and removed the b_slh threshold basis because [1.1.3] exempts such tanks from other sloshing calculations.,
R500_0137,dnv_full_500,annotatorB,fact_repair,3,replaced,yield acceptance limit = 0.9 × 315 = 283.5 N/mm²,"yield acceptance limit for primary supporting structural members and bulkheads = λ_yperm × 315 N/mm², where λ_yperm is taken from Pt3.Ch7.Sec3 Table 1","Pt3.Ch7.Sec3 Table 1 中""primary supporting structural members and bulkheads""行的屈服许用因子（λ_yperm）不同于简单的 0.9×R_eH。具体值需按构件类型查表确定，0.9 不能作为通用值直接套用。",The fixed 0.9 factor was replaced with the table-based λ_yperm required for primary supporting structural members and bulkheads.,
R500_0137,dnv_full_500,annotatorB,fact_repair,4,replaced,"254.9 N/mm² < 283.5 N/mm², so the element passes the yield criterion","254.9 N/mm² must be less than the allowable yield limit for this element type, derived using the applicable λ_yperm from Pt3.Ch7.Sec3 Table 1, for the element to pass the yield criterion",254.9 < 283.5 的比较本身算术正确，但 283.5 是否为此构件的正确许用限值取决于事实 3 的修正结果。,I replaced the fixed 283.5 N/mm² limit because the allowable yield threshold depends on the component-specific λ_yperm in Pt3.Ch7.Sec3 Table 1.,
R500_0163,dnv_full_500,annotatorB,fact_repair,0,replaced,ℓ_c = 0.71 × L = 227.2 m,ℓ_c = 0.71 × (0.7 − x_A/L) × L = 119.28 m,源文本中 ℓ_c = 0.71×(0.7−x_A/L)×L。以 x_A/L=56/320=0.175 代入，正确值为 0.71×0.525×320=119.28 m。事实直接用了 0.71×L=227.2 m，遗漏了 (0.7−x_A/L) 因子。,补入源文规定的 (0.7 − x_A/L) 因子并按 x_A/L = 56/320 重算，原 227.2 m 数值错误。,
R500_0163,dnv_full_500,annotatorB,fact_repair,2,replaced,λℓ_c ≈ 1.135,λℓ_c ≈ 0.60,λℓ_c 的值取决于正确的 ℓ_c。使用正确 ℓ_c=119.28m 时 λℓ_c≈0.60，而非 1.135。此错误向上游传播。,将 λℓ_c 从 1.135 更正为基于正确 ℓ_c=119.28 m 计算得到的约 0.60。,
R500_0163,dnv_full_500,annotatorB,fact_repair,4,replaced,The bi-moment fraction term evaluates to approximately −0.245,The bi-moment fraction term evaluates to approximately −0.196,翘曲双力矩分项的计算涉及 ℓ_c、λℓ_c 和 f_D-st（双岛船应取 0.4）。由于前序输入有误，此处数值不可靠。,The value is recomputed after propagating the corrected ℓ_c/λℓ_c inputs and using the two-island design factor f_D-st = 0.4.,
R500_0163,dnv_full_500,annotatorB,fact_repair,5,replaced,"M_σ-st ≈ −6.0×10⁷ kNm² (negative, magnitude approximately 60 million kNm²)","M_σ-st ≈ −2.4×10⁷ kNm² (negative, magnitude approximately 24 million kNm²)",M_σ-st 的最终数值继承了事实 0/2/4 的累积误差，且需使用 f_D-st=0.4（双岛集装箱船）。,Updated the final value by propagating the corrected ℓ_c factor and using f_D-st = 0.4 for a two-island container ship.,
F500_0054,dnv_full_500,annotatorB,fact_repair,3,dropped,The wave pressure formulation for the side shell in the BSR load case requires roll motion parameters (Tθ and θ) as defined in the ship motions section,,BSR 侧壳波浪压力的具体公式路径需要穿过 Sec.5，提供的源文本摘录未完整覆盖该公式链，无法完全验证。,Dropped because the provided excerpt does not fully cover the Sec.5 formula chain needed to verify this proposition.,
F500_0054,dnv_full_500,annotatorB,fact_repair,4,replaced,For BSR-1P load case: load combination factor CYR = −1.0 (transverse acceleration due to roll),For BSR-1P load case (strength assessment): load combination factor CYR = 1.0 (transverse acceleration due to roll),"Pt3.Ch4.Sec2 Table 5 中 BSR-1P（强度评估）列下 CYR 的值为 1，非 −1.0。查阅 Table 5 ""Load combination factors for BSR and BSP load cases - strength assessment""。",The CYR value was corrected from −1.0 to 1.0 to match Table 5 for the BSR-1P strength assessment column.,
F500_0054,dnv_full_500,annotatorB,fact_repair,5,replaced,For BSR-1P load case: load combination factor CZR = −1.0 (vertical acceleration due to roll),For BSR-1P load case: load combination factor CZR = 1.0 (vertical acceleration due to roll),同一 Table 5 中 BSR-1P 列下 CZR 的值为 1，非 −1.0。,"The CZR value for the BSR-1P column in Table 5 is 1, not −1.0.",
F500_0054,dnv_full_500,annotatorB,fact_repair,6,replaced_ambiguous,The evaluation chain runs from loading condition requirements for primary supporting members → external load formulation → dynamic load case combination factors → roll motion parameter definitions,The evaluation chain runs from loading condition requirements for primary supporting members → external load formulation,载荷评估链的路径方向正确，但 Sec.5 侧壳波浪压力的具体分支在提供的摘录中不完整，无法确认该步骤是否完全按源文本执行。,I narrowed the chain to the confirmed portion because the Sec.5 side-shell-wave-pressure branch is incomplete in the provided excerpt.,
R500_0217,dnv_full_500,annotatorB,fact_repair,3,replaced,The applicable design load scenario for normal seagoing operations uses P_int for internal tank structures,"For internal tank structures, normal seagoing operations (Scenario 2) use P_int","Table 1 中 ""Internal structures in tanks"" 行在 Scenario 2（正常海上航行）下确实为 Pint，但事实将正常海上航行称为 Scenario 1 是错误的——Table 1 表头将 Scenario 1 定义为港内/遮蔽水域（S），Scenario 2 才是正常海上航行（S+D）。","Changed the scenario designation to Scenario 2 because Table 1 defines normal seagoing operations as Scenario 2, not Scenario 1.",
R500_0231,dnv_full_500,annotatorB,fact_repair,0,replaced,η_all = 0.90 for AC-I under S+D load component (from Sec1 [3.4] Table 3),η_all = 0.80 for AC-I under S load component (from Sec1 [3.4] Table 3),"Pt3.Ch8.Sec1 [3.4] Table 3 规定了各验收准则和载荷组合下的许用屈曲利用率因子 η_all。事实引用 η_all=0.90（AC-I, S+D），但 Table 3 中板/加强筋/加筋板在 S+D 下的 η_all 值为 1.00（对应 AC-II），AC-I 下的值需按表确认，0.90 并非该行的正确值。",Table 3 assigns AC-I to load component S with η_all = 0.80; the original AC-I/S+D/0.90 combination was not the correct table entry.,
R500_0231,dnv_full_500,annotatorB,fact_repair,1,replaced,"Buckling utilization factor 0.88 ≤ 0.90, therefore the deck panel buckling check is acceptable","Buckling utilization factor 0.88 ≤ η_all = 1.00, therefore the deck panel buckling check is acceptable",屈曲校核通过与否取决于事实 0 的 η_all。若 η_all=1.00 而非 0.90，则 0.88<1.00 结论不变但含义不同——实际安全裕度大于事实所述。,Updated the acceptance limit from 0.90 to the corrected η_all value of 1.00 so the pass conclusion reflects the proper margin.,
R500_0240,dnv_full_500,annotatorB,fact_repair,0,replaced,Roll radius of gyration kr = 0.39B = 12.48 m (general default value applied),"Roll radius of gyration kr is to be determined in accordance with Pt.5 for a vessel with the class notation ""Bulk carrier"" or ""Ore carrier"", rather than using the general default kr = 0.39B","Pt3.Ch4.Sec3 [2.1.1] 规定：对于持有""Bulk carrier""或""Ore carrier""船级符号的船舶，GM 和 k_r 按 Pt.5 确定，而非使用通用的 k_r=0.39B。散货船不应直接取 k_r=0.39B。",Replaced the incorrect general default value with the rule that bulk/ore carriers must determine kr via the Pt.5-specific path.,
R500_0240,dnv_full_500,annotatorB,fact_repair,1,replaced,GM = 0.07B = 2.24 m (general default value applied),GM = the Pt.5 bulk-carrier value for the relevant loading condition (the general default GM = 0.07B does not apply),GM=0.07B 是通用默认值。但 Sec.3 [2.1.1] 将散货船路由至 Pt.5，若 Pt.5 给出了不同的 GM 取值方式，则此默认值不适用。需确认 Pt.5 散货船章节的 GM 规定。,"Replaced the Pt.3 general default with the Pt.5 bulk-carrier, loading-condition-specific GM requirement.",
R500_0240,dnv_full_500,annotatorB,fact_repair,2,replaced,Roll period Tθ ≈ 19.2 s (derived from Tθ = 2.3π·kr / √(g·GM)),"Roll period Tθ is derived from Tθ = 2.3π·kr / √(g·GM), with kr and GM taken from the bulk-carrier-specific Pt.5 values in Sec.3 [2.1.1].",横摇周期 Tθ 的值依赖于 k_r。事实 0 的 k_r 取值有误，导致此处 Tθ≈19.2s 不可靠。,Removed the unreliable ≈19.2 s result and tied the calculation to the Pt.5 bulk-carrier kr/GM inputs required by the SME note.,
